id,siblings_id,arb_sample,arb_attention_check,arb_distractions,arb_sped,arb_csd,arb_eco_shift,arb_abs_shift,age,test_envr,unp_perceived,unp_interview,unp_agg,vio_neighborhood,vio_fighting,vio_agg,ses_perceived,ses_interview,ses_school,ses_agg,abs_shifting_sc,eco_shifting_sc,abs_updating,eco_updating
p0072,sibling_000,wjms,0,0,0,10,20,27,15,1,3,0.09451321624557076,0.7470132079662375,1.7142857142857142,1,-0.6117481075252262,3.6666666666666665,-1.2077014008018403,-0.5,-0.6900054069284497,-19.63846153846157,-251.37777777777785,0.6,0.6
p0073,sibling_000,wjms,0,0,0,1,21,26,15,1,1.5,-0.7931382738148606,-0.8186854364348074,1.5714285714285714,2,-0.3584155292032937,4.5,1.6199568837687854,0.5,1.143337312727616,-79.91818181818189,64.46666666666658,0.7333333333333333,0.8666666666666667
p0074,sibling_000,wjms,0,0,0,3,30,30,14,1.25,2.8333333333333335,1.1673497745730783,1.2818647800028717,2.7142857142857144,4,1.102733773760964,2.8333333333333335,-0.8585083935503687,0.5,-0.637876229231135,285.85416666666674,82.01098901098908,0.5333333333333333,0.7333333333333333
p0075,sibling_000,wjms,0,0,0,9,31,29,14,1.25,1,-0.7931382738148606,-1.161554539864039,1.4285714285714286,1.5,-0.6282544403123188,4.5,1.3458230975166596,0.5,1.0381653478162807,254.8461538461538,271.8928571428571,0.6,0.8
p0076,sibling_000,wjms,0,0,0,4,31,32,13,1.25,1.1666666666666667,-0.7931382738148606,-1.0472648387209618,1.4285714285714286,1,-0.8026449367893047,4.333333333333333,0.3543766501088741,0.5,0.574760425588061,386.1875,365.98571428571427,0.6666666666666666,0.8
p0077,sibling_000,wjms,0,0,0,3,31,31,14,1.25,2.8333333333333335,0.39571470566380235,0.8149715079813095,3.7142857142857144,5.5,2.294044165616196,3,-0.33927797630441137,-0.5,-0.6889712467357721,243.53333333333342,355.60000000000014,0.8666666666666667,0.7333333333333333
p0079,sibling_000,wjms,0,0,0,10,30,32,13,1,1.1666666666666667,-0.5925058076272989,-0.9258681417765415,1.2857142857142858,1,-0.8980933514213438,4,0.10653132701580449,0.5,0.31360498596615816,28.487499999999955,40.318681318681456,0.8,0.6666666666666666
p0080,sibling_000,wjms,0,0,0,7,32,30,15,1,2.1666666666666665,-0.3918733414397371,-0.11873323797365849,1.4285714285714286,1,-0.8026449367893047,3.3333333333333335,-0.036012860741718555,0.5,-0.07322056167296354,205.07142857142867,515.125,0.6666666666666666,0.8
p0081,sibling_000,wjms,0,0,0,5,30,30,15,1.25,1.5,-0.7931382738148606,-0.8186854364348074,1.4285714285714286,1,-0.8026449367893047,4.833333333333333,1.1808427834222517,0.5,1.1409394218196853,34.30769230769238,348.2615384615385,0.9333333333333333,1
p0082,wjms_sibling_180,wjms,1,0,0,4,28,27,15,1.25,1.8333333333333333,-0.5925058076272989,-0.4687093372042329,2.142857142857143,1,-0.3254028636291084,4,0.1299685974737358,0.5,0.32259674075829453,100.90209790209781,248.52447552447563,1,1
