id,sample_code,interviewer,site,classroom,sex,ethnicity,age,has_sibling,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_interview_edu,ses_interview_occup,ses_school_freelunch,eco_shifting_correct,eco_shifting_sc,abs_shifting_correct,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating,siblings_n,siblings_id
p0165,wjms,BM,wjms,wi_p4_2018,2,NA,13,0,0,0,NA,NA,0,0,0,2,1,1,1,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.0104141235352,1,31,486.1428571428571,29,357,3,0,3,1,3,0.6666666666666666,3,2,2,1,3,0.7333333333333333,525,sibling_000
p0166,wjms,MJ,wjms,mo_p5_2018,2,6,14,0,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,2,1,1,1,1,1,7,5,3,1,2,3,1,1.8333333333333333,0,0,0,4,2,4,1,1,2,2,1.7142857142857142,2,1,1.5,5,5,5,4,2,2,2,3.8333333333333335,0,39.4097213745117,1,31,150.44285714285706,27,129.51666666666665,1,3,3,3,3,0.8666666666666667,0,2,3,2,3,0.6666666666666666,525,sibling_000
p0167,wjms,HH,wjms,mo_p1_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,3,1,3,4,1,1,2.1666666666666665,0,0,0,3,4,2,4,4,4,4,3.857142857142857,8,5,6.5,5,5,5,3,2,2,3,3.6666666666666665,2,53.02398300170895,0,28,277.8714285714286,28,574.5576923076924,2,3,1,1,1,0.5333333333333333,2,3,1,1,2,0.6,525,sibling_000
p0168,wjms,MJ,wjms,mo_p5_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,5,1,3,3,2,1,1.8333333333333333,0,0,0,5,2,4,1,1,5,2,2,4,2,3,5,5,5,5,2,2,1,4,2,49.2569465637207,0,29,286.7756410256409,29,203.22435897435912,2,3,3,3,3,0.9333333333333333,2,3,3,3,3,0.9333333333333333,525,sibling_000
p0169,wjms,HH,wjms,mo_p5_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,1,3,1,1,1,1.5,0,0,0,3,3,2,1,1,3,2,2.4285714285714284,4,3,3.5,5,4,5,5,3,2,1,4,1,43.72032737731935,0,27,337.25454545454545,30,-20.090476190476238,3,3,2,3,1,0.8,3,3,3,2,2,0.8666666666666667,525,sibling_000
p0170,wjms,HH,wjms,mo_p6_2018,2,1,15,0,0,0,0,0,0,0,0,1,1,2,2,1.5,1,1,1,1,2,1,2,1,1,1,4,2,3,5,1,5,3,2,3,3,2,4,2,5,2,3,4,3.7142857142857144,8,7,7.5,3,3,3,3,2,2,3,2.6666666666666665,1,30.8320465087891,1,21,139.04166666666663,29,133.13095238095252,3,2,3,2,1,0.7333333333333333,3,3,3,3,0,0.8,525,sibling_000
p0171,wjms,MJ,wjms,mo_p5_2018,2,1,14,0,0,0,1,0,0,0,0,1,1,1,2,1.25,1,2,1,1,2,1,2,1,2,3,4,2,1,3,2,4,2.3333333333333335,2,2,1,4,3,4,2,1,3,3,2.2857142857142856,1,1,1,5,5,5,5,2,2,2,4,1.5,43.8363723754883,0,24,803.4861111111111,30,396.20238095238096,1,3,1,2,3,0.6666666666666666,2,1,2,1,1,0.4666666666666667,525,sibling_000
p0172,wjms,HH,wjms,mo_p5_2018,1,6,14,0,0,0,0,0,0,1,0,1,1,1,3,1.5,1,1,1,2,1,1,1,1,1,5,5,2,1,1,1,1,1.1666666666666667,0,0,0,5,1,4,1,1,2,5,1.8571428571428572,4,2,3,5,5,5,5,4,3,1,4.5,0,37.3626365661621,1,20,8.031746031746025,25,-9.761363636363626,1,2,2,1,1,0.4666666666666667,2,3,2,2,0,0.6,525,sibling_000
p0173,wjms,HH,wjms,mo_p5_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,1,11,4,2,2,2,1,1,1.6666666666666667,1,2,1,5,1,3,3,1,1,2,1.7142857142857142,2,3,2.5,5,5,5,5,2,2,2,4,1.5,59.9596176147461,1,28,516.7948717948717,29,57.46153846153845,3,3,3,3,3,1,1,3,3,3,3,0.8666666666666667,525,sibling_000
p0174,wjms,HH,wjms,mo_p5_2018,2,6,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,2,2,1,6,3,1,2,2,1,2,1.8333333333333333,3,1,0,3,2,3,4,1,1,3,2.4285714285714284,3,1,2,1,3,5,5,1,1,3,2.6666666666666665,0,37.7518310546875,1,30,231.43809523809512,28,58.41666666666674,3,3,3,1,3,0.8666666666666667,3,3,3,3,3,1,525,sibling_000
p0175,wjms,BM,wjms,mo_p5_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,4,4,4,3,1,1,2.5,0,0,2,4,4,5,2,1,2,1,1.8571428571428572,1,3,2,5,5,5,5,4,4,1,4.666666666666667,3,62.7764434814453,0,28,73.58333333333326,28,-30.41666666666663,2,3,2,2,0,0.6,2,3,1,2,3,0.7333333333333333,525,sibling_000
p0177,wjms,HH,wjms,pe_p7_2018,2,1,14,0,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,2,2,1,2,1,1,1,11,5,1,1,1,1,1,1,0,0,0,5,1,5,1,1,1,1,1,3,1,2,5,5,5,5,3,3,1,4.333333333333333,3,63.6986312866211,NA,26,178.3611111111111,27,551.6363636363637,0,2,1,0,2,0.3333333333333333,2,1,2,1,1,0.4666666666666667,525,sibling_000
p0178,wjms,HH,wjms,pe_p4_2018,2,1,14,0,0,0,0,0,NA,0,NA,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,4,2,3,2,3,4,2.6666666666666665,2,3,2,4,1,3,1,1,2,4,2,3,NA,3,4,4,4,3,1,2,2,3,3,52.1465358734131,NA,31,521,28,131.6987179487179,3,3,1,3,0,0.6666666666666666,3,3,2,3,2,0.8666666666666667,525,sibling_000
p0179,wjms,BM,wjms,mo_p6_2018,2,3,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,2,4,2,3,3,4,1,2.5,0,0,3,2,4,2,3,1,4,5,3.5714285714285716,4,3,3.5,2,3,3,3,1,2,3,2.3333333333333335,0,29.6236047744751,1,29,126.42051282051284,31,79.33333333333326,3,3,3,2,2,0.8666666666666667,2,3,3,2,3,0.8666666666666667,525,sibling_000
p0181,wjms,MJ,wjms,mo_p1_2018,1,1,14,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,5,2,2,1,1,1,1.3333333333333333,0,0,1,5,1,2,1,1,1,1,1.4285714285714286,3,6,4.5,5,5,5,5,1,1,3,3.6666666666666665,1.5,38.20012092590335,1,31,681.3333333333333,29,388.5357142857142,3,2,3,2,2,0.8,3,3,3,3,0,0.8,525,sibling_000
p0182,wjms,BM,wjms,mo_p5_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,4,4,2,2,1,3,1,1.8333333333333333,0,0,3,4,2,4,2,2,2,4,2.2857142857142856,2,3,2.5,5,4,5,5,3,3,2,4.166666666666667,2.5,48.3695640563965,1,28,557.4772727272727,30,79.14285714285722,2,3,3,2,1,0.7333333333333333,0,3,2,1,1,0.4666666666666667,525,sibling_000
p0183,wjms,BM,wjms,pe_p2_2018,2,1,14,1,0,0,0,0,0,1,0,3,1,1,1,1.5,2,1,1,2,2,1,2,1,2,7,5,1,2,1,1,1,1.1666666666666667,0,0,0,3,2,2,2,1,4,3,2.7142857142857144,2,1,1.5,5,5,5,5,2,2,3,4,1.5,34.85779666900635,1,26,20.583333333333258,22,25.77777777777783,1,1,1,1,1,0.3333333333333333,0,1,3,1,2,0.4666666666666667,2,wjms_sibling_120
p0185,wjms,BM,wjms,mo_p1_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,1,2,1.5,1,2,1,2,1,1,1,2,1,7,5,1,1,1,1,1,1,3,2,1,5,2,5,1,1,3,1,1.4285714285714286,1,1,1,5,5,5,5,4,5,1,4.833333333333333,1.5,40.891139984130845,1,29,457.46794871794873,32,174.70833333333337,2,3,2,2,1,0.6666666666666666,1,3,3,2,3,0.8,525,sibling_000
p0186,wjms,BM,wjms,mo_p6_2018,1,1,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,1,1,1,1,1,3,3,4,2,2,2,1,2.3333333333333335,0,0,0,3,2,4,1,1,1,1,1.5714285714285714,1,3,2,3,4,4,4,3,3,3,3.5,2,37.99380874633785,0,31,491.0857142857142,31,43.51428571428562,3,3,3,2,3,0.9333333333333333,2,3,3,3,3,0.9333333333333333,525,sibling_000
p0187,wjms,BM,wjms,mo_p6_2018,1,1,14,1,0,0,0,0,0,0,0,1,1,2,2,1.5,1,2,1,1,1,1,2,1,1,1,3,2,4,5,3,1,3,0,0,0,1,5,2,4,5,4,4,4.428571428571429,6,7,6.5,3,4,3,3,1,3,4,2.8333333333333335,1.5,47.3640842437744,0,22,117.94444444444446,29,287.8928571428571,2,3,3,2,1,0.7333333333333333,3,3,3,1,3,0.8666666666666667,2,wjms_sibling_270
p0188,wjms,MK,wjms,ca_p4_2018,2,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,2,1,9,3,3,5,1,1,5,3,1,2,2,5,1,3,1,1,1,1,1.2857142857142858,1,1,1,5,5,5,4,3,2,3,4,0,49.5307693481445,0,27,26.272727272727252,28,53.64393939393949,3,3,3,3,3,1,1,3,3,2,3,0.8,525,sibling_000
p0189,wjms,HH,wjms,ca_p4_2018,1,6,15,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,4,3,2,4,2,5,3,1,2,2,4,1,3,2,1,2,1,1.7142857142857142,1,1,1,4,4,5,5,2,2,2,3.6666666666666665,0,32.8331756591797,1,28,506.3426573426573,31,342.86666666666656,2,3,3,3,2,0.8666666666666667,3,1,3,3,3,0.8666666666666667,525,sibling_000
p0190,wjms,HH,wjms,pe_p2_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,1,3,4,2,1,2.1666666666666665,0,0,0,3,3,3,3,2,4,5,3.2857142857142856,8,3,5.5,4,5,5,5,2,2,3,3.8333333333333335,2,47.95816802978515,0,30,270.53846153846143,26,-21.200000000000045,2,3,3,3,2,0.8666666666666667,2,1,2,1,1,0.4666666666666667,525,sibling_000
p0191,wjms,HH,wjms,pe_p2_2018,1,3,13,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,4,3,3,4,3.5,2,5,2,4,3,2,4,2,5,4,3.4285714285714284,5,3,4,3,2,2,2,5,4,4,3,2.5,22.739587783813448,1,31,461.0982142857142,30,251.84615384615404,2,3,3,2,3,0.8666666666666667,3,1,3,1,3,0.7333333333333333,3,wjms_sibling_020
p0195,wjms,BM,wjms,NA,1,6,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,3,4,1,4,2,3,1,2.1666666666666665,0,1,1,4,2,3,2,1,3,3,2.2857142857142856,4,3,3.5,4,5,5,4,4,4,3,4.333333333333333,1.5,48.468228340148954,1,28,390.7333333333336,32,40.64285714285711,3,3,3,3,3,1,2,3,2,2,3,0.8,525,sibling_000
p0196,wjms,BM,wjms,pe_p2_2018,1,1,13,0,0,0,0,0,0,1,0,2,1,3,1,1.75,2,1,1,1,1,2,1,1,1,6,5,2,1,2,1,1,1.3333333333333333,0,0,3,2,4,2,4,4,4,5,4.142857142857143,4,5,4.5,3,5,4,5,2,3,2,3.6666666666666665,1.5,36.889904022216804,0,22,13.246753246753315,27,28.299999999999955,3,3,3,2,2,0.8666666666666667,1,3,0,2,1,0.4666666666666667,525,sibling_000
p0197,wjms,BM,wjms,pe_p2_2018,2,1,13,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,1,2,1,1,0,5,3,2,2,2,1,1.8333333333333333,0,0,1,3,2,3,2,2,2,2,2.2857142857142856,7,2,4.5,5,5,5,5,3,4,1,4.5,1,29.59396743774415,1,26,309.6923076923076,26,-28.863247863247807,3,3,3,3,1,0.8666666666666667,3,3,3,2,2,0.8666666666666667,3,wjms_sibling_020
p0198,wjms,BM,wjms,pe_p1_2018,1,6,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,7,5,1,2,2,2,1,1.5,0,0,0,5,1,3,2,1,1,1,1.4285714285714286,4,2,3,5,5,5,5,2,2,2,4,NA,31.03758239746095,1,31,108.79999999999995,30,263.43589743589746,3,3,3,1,1,0.7333333333333333,2,3,3,2,2,0.8,525,sibling_000
p0199,wjms,MJ,wjms,pe_p7_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,2,1,3,4,1,1,3,3,1,1.8333333333333333,0,0,0,5,1,3,1,1,2,1,1.4285714285714286,1,1,1,5,5,5,4,2,3,2,4,3,52.1175479888916,0,28,552.1666666666666,30,379.0109890109891,3,3,0,2,0,0.5333333333333333,3,3,1,2,3,0.8,525,sibling_000
p0200,wjms,MJ,wjms,wi_p4_2018,2,6,13,0,0,0,1,0,0,0,0,1,1,2,1,1.25,1,2,1,2,1,2,1,2,1,6,5,1,3,2,1,2,1.6666666666666667,2,2,2,4,4,4,1,1,1,1,1.7142857142857142,4,1,2.5,4,5,5,5,5,4,1,4.666666666666667,1,29.6236047744751,0,31,367.57142857142856,31,160.93269230769238,3,3,3,2,0,0.7333333333333333,3,3,2,1,2,0.7333333333333333,525,sibling_000
p0201,wjms,BM,wjms,ca_p6_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,2,1,1,1,1,1,2,6,5,1,1,1,1,1,1,0,0,0,4,2,3,1,2,3,1,2,1,1,1,5,5,5,5,2,1,2,3.8333333333333335,2.5,59.7222213745117,1,30,223.60439560439568,30,262.64102564102564,3,3,3,3,3,1,2,3,3,1,2,0.7333333333333333,525,sibling_000
p0202,wjms,MJ,wjms,ca_p7_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,4,1,3,3,2,3,2.3333333333333335,2,2,1,5,1,4,1,1,1,1,1.1428571428571428,2,1,1.5,4,4,4,3,3,2,3,3.3333333333333335,1,37.99264430999755,1,32,553.7333333333333,28,216.08391608391594,3,3,3,3,0,0.8,0,3,3,0,2,0.5333333333333333,525,sibling_000
p0203,wjms,MJ,wjms,ca_p6_2018,2,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,2,1,2,1,1,3,4,1,2,2,3,1,1.8333333333333333,0,0,0,5,2,3,1,1,2,1,1.5714285714285714,1,1,1,4,4,4,4,2,2,2,3.3333333333333335,2.5,40.64735794067385,0,31,359.3380952380953,27,177.33333333333337,2,2,1,2,2,0.6,1,2,2,1,3,0.6,525,sibling_000
p0204,wjms,BM,wjms,wi_p6_2018,2,1,14,0,0,0,0,0,0,1,0,2,1,3,1,1.75,1,1,2,1,2,2,1,1,1,8,4,2,3,3,3,5,3,2,1,2,3,3,2,3,1,4,3,3,4,2,3,2,5,5,5,2,3,4,3.6666666666666665,2,30.8320465087891,0,24,270.9000000000001,25,81.52222222222213,1,3,3,3,3,0.8666666666666667,3,3,3,2,2,0.8666666666666667,525,sibling_000
p0205,wjms,MJ,wjms,ca_p1_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,1,2,1,1,5,4,1,2,1,1,5,2,1,4,1,4,1,3,1,1,2,2,1.7142857142857142,5,1,3,4,5,5,4,2,2,3,3.6666666666666665,1,48.39792251586915,1,24,286.20833333333337,28,246.6993006993007,3,3,3,2,2,0.8666666666666667,2,3,3,1,2,0.7333333333333333,525,sibling_000
p0206,wjms,BM,wjms,wi_p2_2018,1,6,13,0,0,0,0,0,NA,1,NA,3,1,1,1,1.5,2,1,2,2,1,2,1,1,1,11,5,3,1,1,1,1,1.3333333333333333,2,2,2,5,2,3,1,1,2,3,1.8571428571428572,1,3,2,5,5,5,5,3,1,1,4,NA,28.540541648864753,NA,18,141,22,-49.23333333333335,3,3,0,3,0,0.6,3,0,0,0,2,0.3333333333333333,525,sibling_000
p0207,wjms,MK,wjms,ca_p1_2018,2,1,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,2,4,2,2,3,3,1,2.1666666666666665,0,0,0,4,2,4,1,1,2,2,1.7142857142857142,1,1,1,5,4,4,5,3,2,3,3.8333333333333335,1,34.51874160766605,1,32,140.73333333333335,32,29.73333333333335,2,3,3,3,0,0.7333333333333333,1,3,3,2,3,0.8,525,sibling_000
p0208,wjms,BM,wjms,ca_p1_2018,2,1,14,0,0,0,0,0,0,1,0,2,1,3,1,1.75,1,1,1,2,1,1,2,1,1,5,5,1,2,1,2,1,1.3333333333333333,0,0,1,5,1,4,1,1,1,1,1.1428571428571428,2,1,1.5,5,5,5,5,3,3,2,4.333333333333333,2,32.0805549621582,0,29,174.97435897435912,30,290.4065934065935,1,3,3,3,1,0.7333333333333333,0,3,0,3,0,0.4,525,sibling_000
p0209,wjms,HH,wjms,ca_p1_2018,2,6,14,0,0,0,0,0,0,0,1,2,1,1,1,1.25,1,1,1,2,2,2,1,1,2,8,5,1,1,1,2,2,1.3333333333333333,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,5,5,5,5,3,4,2,4.5,1.5,37.2259006500244,1,30,745.4166666666665,30,419.9890109890109,2,1,1,1,3,0.5333333333333333,1,2,1,0,1,0.3333333333333333,525,sibling_000
p0210,wjms,HH,wjms,ca_p6_2018,2,1,15,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1.8333333333333333,0,0,0,5,2,3,2,1,3,3,2.142857142857143,3,1,2,4,3,4,4,2,1,3,3,3,66.4759063720703,0,31,447.02380952380963,32,351.8125,3,3,3,1,2,0.8,3,3,3,1,2,0.8,525,sibling_000
p0212,wjms,MJ,wjms,wi_p7_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,4,2,1,2,3,1,1.8333333333333333,0,0,0,5,2,2,4,1,2,1,2.142857142857143,3,3,3,2,3,3,4,1,1,4,2.3333333333333335,1.5,48.91816139221196,0,30,317.44505494505506,30,254.5282051282053,2,1,3,2,2,0.6666666666666666,3,3,3,3,3,1,525,sibling_000
p0213,wjms,AG,wjms,wi_p2_2018,2,1,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2,1,1,4,2,4,3,2,5,2,3.3333333333333335,3,2,0,4,1,3,2,1,2,1,1.7142857142857142,1,1,1,3,4,4,4,2,2,3,3.1666666666666665,NA,52.84478187561035,1,28,550.8636363636363,29,-7.757575757575751,2,2,3,1,1,0.6,0,2,2,1,2,0.4666666666666667,525,sibling_000
p0214,wjms,BM,wjms,ca_p3_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,2,1,2,1,1,4,4,3,1,3,1,1,1.8333333333333333,2,2,1,5,1,3,1,1,1,1,1.2857142857142858,1,1,1,5,5,5,5,3,4,4,4.5,0.5,37.9636888504028,0,20,-119.15555555555557,27,-207.03787878787887,3,3,2,0,1,0.6,3,2,1,1,0,0.4666666666666667,525,sibling_000
p0215,wjms,MJ,wjms,ca_p7_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,3,4,2,5,3.3333333333333335,3,5,8,5,1,4,1,1,2,3,1.5714285714285714,1,1,1,5,5,5,5,4,4,1,4.666666666666667,3,47.65625,1,31,275,28,166.38461538461536,3,1,2,0,1,0.4666666666666667,1,3,3,2,1,0.6666666666666666,525,sibling_000
p0216,wjms,BM,wjms,pe_p1_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,2,3,2,1,2,1,4,2.1666666666666665,3,3,3,3,2,5,2,1,2,2,1.8571428571428572,3,2,2.5,4,5,5,5,2,2,1,3.8333333333333335,3,57.7531661987305,0,31,549.8571428571427,32,206.73333333333335,3,3,3,2,1,0.8,3,3,3,2,1,0.8,525,sibling_000
p0217,wjms,BM,wjms,pe_p1_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,2,1.5,1,2,1,1,2,1,2,1,1,1,3,2,3,4,2,5,3.1666666666666665,1,2,1,3,3,3,3,2,3,3,2.857142857142857,3,2,2.5,4,4,4,4,2,1,3,3.1666666666666665,2.5,48.5769100189209,0,26,433.4636363636363,27,55.34848484848476,3,3,3,2,3,0.9333333333333333,3,3,3,2,2,0.8666666666666667,525,sibling_000
p0218,wjms,MK,wjms,pe_p1_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,2,4,1,4,2.6666666666666665,3,0,2,5,1,3,1,1,1,1,1.2857142857142858,6,1,3.5,4,4,4,4,1,1,4,3,2,30.8320465087891,1,31,721.8482142857142,29,372.53846153846155,3,3,2,3,2,0.8666666666666667,2,3,3,3,2,0.8666666666666667,525,sibling_000
p0220,wjms,AG,wjms,ca_p6_2018,2,1,14,0,0,0,0,0,0,0,0,3,1,1,1,1.5,1,1,1,1,1,2,1,1,1,6,5,1,1,1,1,1,1,0,0,0,5,1,4,1,1,1,2,1.2857142857142858,3,1,2,5,4,4,4,3,3,2,3.8333333333333335,2,39.8626909255981,0,31,394.9333333333334,31,388.05714285714294,3,3,3,1,3,0.8666666666666667,3,3,3,2,3,0.9333333333333333,525,sibling_000
p0221,wjms,MJ,wjms,ca_p6_2018,2,1,15,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,1,2,1,1,0,3,2,1,3,3,4,2.6666666666666665,2,3,3,4,2,2,1,1,2,3,2.142857142857143,3,1,2,4,4,4,4,1,2,3,3.1666666666666665,1,50.80611419677735,0,30,434.0871794871796,31,91.11607142857133,2,3,3,3,2,0.8666666666666667,3,3,3,2,2,0.8666666666666667,2,wjms_sibling_380
p0222,wjms,MJ,wjms,wi_p7_2018,1,1,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,1,1,1,7,4,1,2,3,3,3,2.3333333333333335,2,2,3,5,1,3,1,1,1,1,1.2857142857142858,3,2,2.5,5,5,5,5,2,2,3,4,1,30.04420471191405,1,27,781.5303030303032,30,107.10439560439568,3,3,0,1,2,0.6,2,3,3,2,2,0.8,525,sibling_000
p0223,wjms,MK,wjms,pe_p3_2018,1,1,13,0,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,3,3,1,3,1,2.1666666666666665,0,0,0,4,2,4,1,1,2,2,1.7142857142857142,2,2,2,5,5,5,4,2,2,2,3.8333333333333335,2,49.2359867095947,NA,31,371.59047619047624,30,131.7384615384616,3,3,3,2,2,0.8666666666666667,2,3,3,2,2,0.8,525,sibling_000
p0224,wjms,AG,wjms,pe_p3_2018,2,1,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,7,4,1,1,2,2,1,1.5,0,0,1,2,4,2,3,1,1,3,2.857142857142857,3,1,2,4,5,5,3,2,2,3,3.5,3,34.9683532714844,1,32,235.7249999999999,28,11.083333333333485,3,3,3,3,3,1,2,3,3,3,3,0.9333333333333333,525,sibling_000
p0225,wjms,MK,wjms,wi_p3_2018,2,2,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,2,1,3,3,1,2.1666666666666665,0,0,1,1,1,1,5,5,5,5,4.428571428571429,8,8,8,1,5,2,2,1,1,4,2,2,31.759905815124547,1,29,110.07692307692298,26,-32.35454545454547,3,3,3,0,3,0.8,0,1,0,1,3,0.3333333333333333,525,sibling_000
p0226,wjms,AG,wjms,ca_p1_2018,2,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,3,3,1,3,4,1,3,2.5,1,3,0,3,2,4,1,1,3,2,2,3,1,2,4,5,5,5,2,2,4,3.8333333333333335,2.5,62.337663650512695,1,30,454.1025641025641,30,48.26666666666665,3,3,3,2,1,0.8,3,3,3,1,2,0.8,525,sibling_000
p0227,wjms,MK,wjms,ca_p6_2018,2,1,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1,7,5,3,3,1,2,2,2,3,2,0,5,1,4,1,1,1,1,1.1428571428571428,4,1,2.5,5,5,5,5,3,3,1,4.333333333333333,2,NA,1,32,537.25,31,126.41428571428582,2,3,3,2,3,0.8666666666666667,3,3,1,1,2,0.6666666666666666,2,wjms_sibling_210
p0228,wjms,HH,wjms,ca_p1_2018,2,1,15,1,0,0,1,0,0,0,0,2,2,3,2,2.25,1,1,2,2,1,2,1,1,1,10,5,1,1,1,1,1,1,0,0,0,5,3,3,1,1,3,4,2.2857142857142856,1,1,1,5,5,5,5,5,5,1,5,3,60.1185455322266,0,29,305.7142857142858,30,-40.041025641025726,1,0,0,1,0,0.13333333333333333,2,0,3,3,2,0.6666666666666666,2,wjms_sibling_360
p0229,wjms,HH,wjms,ca_p7_2018,2,1,14,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,1,2,1,8,3,1,4,3,2,1,2.3333333333333335,0,0,5,1,1,4,1,1,3,1,2,1,1,1,5,5,4,5,2,1,5,3.6666666666666665,1,45.07298469543455,0,29,149.58333333333326,31,322.4,3,3,3,2,1,0.8,2,1,2,2,1,0.5333333333333333,2,wjms_sibling_060
p0230,wjms,MJ,wjms,ca_p6_2018,1,1,14,0,0,0,0,0,NA,0,NA,1,1,2,1,1.25,1,1,2,2,1,1,1,1,1,7,5,2,1,1,1,1,1.1666666666666667,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,5,5,5,5,4,4,1,4.666666666666667,3,55.30821990966795,NA,30,67,29,60.83333333333337,2,3,3,2,1,0.7333333333333333,2,3,3,2,3,0.8666666666666667,525,sibling_000
