id,sample_code,interviewer,site,classroom,sex,ethnicity,age,has_sibling,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_interview_edu,ses_interview_occup,ses_school_freelunch,eco_shifting_correct,eco_shifting_sc,abs_shifting_correct,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating,siblings_n,siblings_id
p0001,wjms,MK,wjms,ca_p1_2018,2,2,14,0,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,4,2,1,1,2,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,2,2,2,5,5,5,5,3,3,1,4.333333333333333,1.5,35.15114402770995,NA,25,29.131868131868032,30,-82.14285714285711,3,3,2,1,0,0.6,0,3,3,2,3,0.7333333333333333,525,sibling_000
p0002,wjms,MJ,wjms,ca_p7_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,1,2,2,1,1,5,2,1,1,3,1,1.5,0,0,4,4,2,2,1,1,4,2,2.2857142857142856,1,1,1,4,4,4,4,1,3,3,3.3333333333333335,3,56.730770111084,0,31,332.79999999999995,31,11.671794871794873,3,1,1,0,1,0.4,2,3,2,2,0,0.6,525,sibling_000
p0003,wjms,MK,wjms,ca_p1_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,2,1,2,1,2,1,10,5,1,1,1,1,1,1,0,0,3,4,1,3,2,1,1,1,1.5714285714285714,2,1,1.5,5,5,5,4,3,4,1,4.333333333333333,3,60.1746253967285,0,31,319.13333333333344,28,158.6538461538462,3,3,3,1,1,0.7333333333333333,0,3,3,2,3,0.7333333333333333,525,sibling_000
p0004,wjms,HH,wjms,ca_p6_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,1,3,2,2,3,3,1,2.3333333333333335,1,2,2,4,3,3,2,2,2,2,2.2857142857142856,8,3,5.5,3,4,4,3,2,1,3,2.8333333333333335,2.5,59.7222213745117,0,31,342.6714285714286,31,265.0982142857142,0,3,3,3,0,0.6,0,3,3,1,2,0.6,525,sibling_000
p0005,wjms,MK,wjms,ca_p1_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,1,2,1,2,1,1,1,5,1,3,1,1,1,1.3333333333333333,0,0,0,5,2,4,1,1,1,1,1.2857142857142858,3,1,2,5,5,5,5,3,3,1,4.333333333333333,2,46.02806663513185,0,31,25.4375,31,534.7333333333333,0,3,3,3,1,0.6666666666666666,3,3,3,2,1,0.8,525,sibling_000
p0006,wjms,MJ,wjms,mo_p1_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,2,1,2,2,1,2,1,1,2,11,4,1,1,1,1,1,1.1666666666666667,NA,0,1,4,1,3,1,1,2,2,1.7142857142857142,1,1,1,5,5,5,5,2,2,2,4,2.5,48.82903480529785,0,29,-95.9230769230769,28,104.91428571428582,2,3,2,2,1,0.6666666666666666,2,3,3,2,2,0.8,525,sibling_000
p0007,wjms,MJ,wjms,ca_p7_2018,1,1,14,1,0,0,0,0,0,0,0,2,1,2,1,1.5,1,1,1,1,2,1,2,1,1,3,5,2,3,5,1,1,2.1666666666666665,0,0,0,4,1,4,1,1,2,3,1.7142857142857142,1,1,1,5,4,5,5,3,3,2,4.166666666666667,2,30.8320465087891,0,29,422.33333333333326,32,10.666666666666742,1,3,2,2,1,0.6,2,2,3,1,2,0.6666666666666666,2,wjms_sibling_040
p0008,wjms,MJ,wjms,ca_p7_2018,2,1,15,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1.8333333333333333,0,0,0,5,2,3,1,1,1,1,1.4285714285714286,5,2,3.5,5,5,5,5,2,2,2,4,2.5,59.1346168518066,0,30,304.53846153846143,29,153.23076923076917,2,3,1,3,1,0.6666666666666666,0,3,3,3,1,0.6666666666666666,2,wjms_sibling_340
p0009,wjms,MJ,wjms,ca_p7_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,2,1,1,2,11,5,1,1,1,1,1,1,0,0,0,4,3,4,1,1,2,2,1.8571428571428572,2,1,1.5,5,5,5,5,2,1,1,3.8333333333333335,2.5,49.2732543945312,0,30,-39.89560439560444,28,-47.99242424242425,3,3,3,2,3,0.9333333333333333,2,3,3,2,1,0.7333333333333333,525,sibling_000
p0010,wjms,AG,wjms,mo_p5_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,3,1,1.75,1,2,1,1,2,1,2,1,1,1,3,3,4,4,1,5,3.3333333333333335,2,6,3,2,3,3,3,2,4,2,3,7,3,5,4,3,4,4,2,2,2,3.1666666666666665,1.5,45.65259170532225,0,31,124.125,31,538.375,3,3,3,2,2,0.8666666666666667,1,3,0,2,3,0.6,525,sibling_000
p0012,wjms,AG,wjms,wi_p3_2018,1,1,13,0,0,0,0,0,0,0,0,6,1,1,1,2.25,1,1,1,2,1,1,1,1,1,7,5,2,2,2,1,3,1.8333333333333333,2,3,5,5,2,4,1,2,1,1,1.4285714285714286,2,3,2.5,5,5,5,5,4,5,3,4.833333333333333,0,44.01079940795895,0,20,757.6111111111111,24,-175.75,3,3,3,2,2,0.8666666666666667,1,2,0,2,2,0.4666666666666667,525,sibling_000
p0013,wjms,AG,wjms,wi_p2_2018,1,1,13,0,0,0,0,0,0,0,0,2,1,1,2,1.5,2,1,1,2,1,1,1,1,1,5,5,4,3,1,1,2,2,2,2,0,4,1,2,1,1,5,1,2.142857142857143,2,1,1.5,5,5,5,5,4,3,1,4.5,1,NA,0,27,214.38636363636374,25,77.60606060606062,2,2,1,1,2,0.5333333333333333,2,2,1,2,1,0.5333333333333333,525,sibling_000
p0014,wjms,AG,wjms,ca_p6_2018,2,1,15,0,0,0,0,0,0,0,0,3,1,2,2,2,1,1,1,1,2,1,2,1,1,1,5,1,1,2,2,1,1.3333333333333333,0,0,0,5,1,3,1,1,2,1,1.4285714285714286,3,1,2,5,5,5,5,2,2,2,4,3,69.11082077026364,0,28,299.7714285714287,28,58.545454545454504,3,3,3,2,1,0.8,3,3,3,3,3,1,525,sibling_000
p0015,wjms,AG,wjms,ca_p1_2018,2,1,14,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,2,1,1,1,2,1,1,3,4,2,2,1,2,1,1.6666666666666667,0,0,0,5,1,4,1,1,2,1,1.2857142857142858,3,1,2,4,4,4,5,1,1,1,3.1666666666666665,3,39.448500633239746,1,30,-161.52747252747258,28,165.46153846153857,1,3,2,1,2,0.6,2,3,2,3,2,0.8,2,wjms_sibling_250
p0016,wjms,AG,wjms,ca_p7_2018,2,1,14,0,0,0,1,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,2,1,1,3,4,1,4,4,3,3,2.8333333333333335,1,2,1,4,2,2,2,1,3,3,2.4285714285714284,4,1,2.5,4,4,3,4,2,3,3,3.3333333333333335,1.5,44.92191219329835,0,31,31.677884615384528,28,57.3776223776224,2,3,3,0,3,0.7333333333333333,2,3,2,1,2,0.6666666666666666,525,sibling_000
p0017,wjms,AG,wjms,ca_p6_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,4,1,1.75,1,1,1,1,1,2,1,1,1,4,5,2,2,1,1,1,1.3333333333333333,0,0,0,5,1,3,1,1,2,2,1.5714285714285714,3,2,2.5,5,5,5,5,4,4,2,4.666666666666667,2.5,43.1818199157715,0,32,354.9375,28,133.79487179487182,2,3,3,3,3,0.9333333333333333,1,3,2,2,1,0.6,525,sibling_000
p0018,wjms,AG,wjms,NA,2,1,14,0,0,0,0,0,0,0,0,3,1,2,2,2,1,1,1,1,2,2,1,1,1,4,4,2,3,2,2,1,2,0,0,0,4,1,4,1,1,2,1,1.4285714285714286,1,1,1,4,4,4,3,2,2,3,3.1666666666666665,1.5,61.64274215698245,1,25,711.2166666666666,30,192.75897435897446,1,3,1,3,3,0.7333333333333333,3,3,3,3,1,0.8666666666666667,525,sibling_000
p0019,wjms,MK,wjms,mo_p6_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,1,1,2,1,1,6,5,4,2,1,1,1,1.6666666666666667,0,0,0,5,1,4,2,1,1,1,1.2857142857142858,2,1,1.5,5,5,5,4,4,3,2,4.333333333333333,3,53.7535171508789,0,24,-36.25,26,-240.89999999999998,3,3,3,2,3,0.9333333333333333,3,2,3,2,3,0.8666666666666667,525,sibling_000
p0020,wjms,MK,wjms,mo_p6_2018,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,3,1,1,1,2,1,1.5,0,0,0,4,2,4,2,2,1,1,1.7142857142857142,3,2,2.5,5,5,5,4,3,4,1,4.333333333333333,1,45.171796798706055,0,21,150.03174603174602,28,-62.045454545454504,2,3,2,0,2,0.6,3,3,3,1,1,0.7333333333333333,525,sibling_000
p0021,wjms,MK,wjms,mo_p5_2018,1,6,14,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,2,1,2,2,2,8,4,1,4,1,1,1,1.6666666666666667,0,0,0,2,2,1,3,1,4,4,3.2857142857142856,8,3,5.5,5,5,5,5,5,5,1,5,2,41.1953258514404,1,28,-1.727272727272748,31,43.91904761904766,2,3,3,2,1,0.7333333333333333,2,3,3,2,2,0.8,525,sibling_000
p0022,wjms,HH,wjms,ca_p7_2018,1,1,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,4,1,2,4,3,5,2.8333333333333335,1,3,4,4,1,4,1,2,1,1,1.4285714285714286,1,1,1,4,4,4,3,1,1,4,2.8333333333333335,2,33.11746978759765,1,30,181.8296703296702,31,468.1333333333332,2,3,2,3,3,0.8666666666666667,1,3,3,3,1,0.7333333333333333,4,wjms_sibling_070
p0023,wjms,HH,wjms,ca_p6_2018,2,1,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,2,1,2,1,1,1,8,5,1,1,1,1,1,1,0,0,0,5,1,5,1,1,1,2,1.1428571428571428,2,2,2,5,5,5,5,4,3,1,4.5,3,38.9610404968262,0,27,130.05769230769226,31,155.02857142857147,3,3,3,3,2,0.9333333333333333,3,3,3,2,1,0.8,525,sibling_000
p0024,wjms,HH,wjms,ca_p1_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,4,1,2,1,1,1,2,2,1,2,1,1,2,3,5,3,3,1,4,3.1666666666666665,1,3,4,4,1,3,1,1,1,1,1.4285714285714286,3,1,2,4,5,4,4,1,1,3,3.1666666666666665,0,31.8860158920288,1,28,827.6363636363635,30,8.928571428571331,0,1,2,1,3,0.4666666666666667,3,1,2,3,0,0.6,525,sibling_000
p0025,wjms,BM,wjms,wi_p2_2018,2,6,13,0,0,0,0,0,NA,0,NA,2,1,1,1,1.25,1,1,1,1,1,1,1,1,2,5,4,1,2,1,2,1,1.5,0,0,0,5,2,3,1,1,1,1,1.4285714285714286,3,1,2,5,4,4,5,1,1,2,3.3333333333333335,0,36.13329124450685,NA,30,1093.901098901099,28,103.96503496503487,3,3,2,2,0,0.6666666666666666,3,0,2,1,0,0.4,525,sibling_000
p0026,wjms,BM,wjms,ca_p1_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,2,2,1,1,2,5,1,3,1,2,1,1.5,0,0,0,5,1,3,1,1,1,1,1.2857142857142858,3,4,3.5,5,5,5,5,3,2,1,4.166666666666667,1.5,29.59464931488035,0,22,-55.78787878787887,29,280.5512820512822,2,3,3,3,2,0.8666666666666667,1,3,3,3,3,0.8666666666666667,525,sibling_000
p0027,wjms,HH,wjms,ca_p6_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,2,2,1,3,2,4,4,4,3,1,3.3333333333333335,0,0,2,3,3,4,3,2,4,3,2.857142857142857,4,3,3.5,4,4,4,4,2,2,2,3.3333333333333335,3,58.560268402099595,0,28,-40.59848484848476,29,164.79999999999995,3,3,3,3,3,1,3,3,3,3,3,1,525,sibling_000
p0028,wjms,HH,wjms,ca_p7_2018,1,1,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,5,1,3,1,2,1,1.5,0,0,0,4,2,3,1,1,5,2,2.2857142857142856,4,2,3,5,5,5,5,3,3,2,4.333333333333333,3,37.6923065185547,1,31,476.88333333333344,28,59.846153846153925,3,3,3,3,2,0.9333333333333333,3,3,2,3,3,0.9333333333333333,2,wjms_sibling_140
p0029,wjms,BM,wjms,ca_p6_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,3,3,2,5,4,4,3.5,2,2,3,4,2,3,2,2,3,2,2.2857142857142856,4,1,2.5,4,4,4,4,1,1,4,3,1.5,28.572772026062,1,31,405.8809523809525,31,254.6696428571429,3,3,3,2,3,0.9333333333333333,3,3,3,3,1,0.8666666666666667,525,sibling_000
p0030,wjms,HH,wjms,ca_p7_2018,2,6,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,6,4,1,2,3,2,1,1.8333333333333333,0,0,0,4,2,4,2,1,2,2,1.8571428571428572,2,1,1.5,4,5,5,5,3,2,2,4,0,28.184937477111802,1,32,187.75,32,19.63333333333344,3,3,2,2,0,0.6666666666666666,2,3,3,1,2,0.7333333333333333,525,sibling_000
p0031,wjms,BM,wjms,ca_p6_2018,1,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1,7,5,1,1,2,1,1,1.1666666666666667,0,0,0,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,5,5,5,5,2,1,1,3.8333333333333335,3,34.8640842437744,0,31,538.2692307692307,30,261.742857142857,3,3,3,3,3,1,3,3,3,3,3,1,525,sibling_000
p0032,wjms,HH,wjms,wi_p4_2018,1,1,13,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,2,1,1,2,1,1,1,8,5,2,1,1,3,1,1.5,0,0,2,4,2,3,1,1,1,1,1.5714285714285714,1,2,1.5,5,5,5,5,3,4,1,4.5,1,34.91090965270995,0,20,81.53333333333336,27,111.91666666666674,1,3,3,2,0,0.6,1,3,3,2,2,0.7333333333333333,2,wjms_sibling_060
p0033,wjms,HH,wjms,wi_p4_2018,1,1,13,0,0,0,0,0,0,0,0,3,2,3,3,2.75,1,2,1,1,1,1,2,1,1,2,4,2,3,3,3,2,2.5,0,0,2,4,2,3,4,1,3,3,2.5714285714285716,4,2,3,4,5,4,3,1,1,3,3,2,39.20254898071285,1,21,60.799999999999955,32,50.049999999999955,1,3,1,0,0,0.3333333333333333,2,1,0,1,1,0.3333333333333333,525,sibling_000
p0034,wjms,HH,wjms,ca_p1_2018,2,1,15,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,2,2,2,1,1,1,8,5,4,2,3,1,1,2,0,0,0,3,4,4,2,3,3,3,2.857142857142857,1,1,1,5,5,5,5,2,3,1,4.166666666666667,0.5,37.626277923584,0,31,430.80000000000007,30,195.8736263736264,3,3,3,3,3,1,3,3,3,3,1,0.8666666666666667,2,wjms_sibling_280
p0035,wjms,HH,wjms,ca_p7_2018,2,1,15,0,0,0,0,0,NA,0,NA,3,1,2,1,1.75,1,1,1,1,1,1,2,2,1,5,2,1,5,5,1,1,2.8333333333333335,3,1,0,5,2,4,1,1,2,4,1.8571428571428572,3,2,2.5,5,5,5,5,3,3,3,4.333333333333333,2,35.604923248291,NA,31,345.8666666666668,31,107.47619047619048,3,3,3,3,1,0.8666666666666667,3,3,3,2,3,0.9333333333333333,525,sibling_000
p0037,wjms,BM,wjms,ca_p7_2018,1,1,15,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,3,4,1,2,2,1,1,1.5,0,0,0,4,2,3,2,1,3,2,2.142857142857143,5,1,3,5,5,5,5,3,1,1,4,3,44.1171474456787,0,25,-332.08333333333337,31,69.32211538461547,2,3,3,1,2,0.7333333333333333,3,3,3,3,3,1,525,sibling_000
p0038,wjms,MJ,wjms,ca_p1_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,5,2,2,3,3,1,2,0,0,0,5,2,4,1,1,2,2,1.5714285714285714,1,1,1,5,5,5,5,1,1,2,3.6666666666666665,1,31.809700012207003,0,18,685.2,15,-5.75,1,3,3,2,3,0.8,2,3,2,3,3,0.8666666666666667,525,sibling_000
p0039,wjms,BM,wjms,ca_p7_2018,1,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,1,2,1,2,2,1,5,4,1,2,2,1,1,1.5,0,0,0,4,3,3,2,2,4,2,2.5714285714285716,5,3,4,5,5,5,5,3,4,2,4.5,1,57.03534507751465,0,21,-45.16666666666663,30,-157.9076923076924,3,3,3,3,3,1,3,3,3,2,3,0.9333333333333333,525,sibling_000
p0041,wjms,AG,wjms,ca_p1_2018,2,1,14,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,4,2,2,3,2,1,2,0,0,0,4,2,4,1,1,3,2,1.8571428571428572,4,2,3,4,4,5,4,3,2,3,3.6666666666666665,2,37.980958938598654,0,29,498.6303030303029,31,108.16666666666674,2,3,2,1,2,0.6666666666666666,2,3,3,1,3,0.8,525,sibling_000
p0042,wjms,MK,wjms,ca_p7_2018,2,1,15,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,5,1,2,3,1,1,1.5,0,0,0,3,2,4,1,2,3,5,2.5714285714285716,1,1,1,5,5,5,5,4,3,2,4.5,2.5,47.7057189941406,0,29,793.7032967032967,29,22.96794871794873,2,3,2,3,2,0.8,0,3,2,1,0,0.4,4,wjms_sibling_070
p0043,wjms,MJ,wjms,ca_p7_2018,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,6,5,2,1,1,2,1,1.3333333333333333,0,0,0,5,1,3,1,1,2,1,1.4285714285714286,5,1,3,5,5,5,5,3,1,1,4,3,51.5625,0,31,541,32,58.01785714285711,3,3,3,2,0,0.7333333333333333,2,3,3,2,3,0.8666666666666667,525,sibling_000
p0044,wjms,HH,wjms,wi_p3_2018,1,6,13,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,8,4,2,1,1,2,3,1.8333333333333333,2,1,0,3,1,3,1,1,3,1,1.8571428571428572,2,NA,2,4,4,5,3,3,3,3,3.6666666666666665,2,30.891321182251,0,21,95.61428571428564,25,-435.9000000000001,1,3,2,3,2,0.7333333333333333,1,2,3,0,1,0.4666666666666667,525,sibling_000
p0045,wjms,HH,wjms,pe_p2_2018,1,3,14,0,0,0,0,1,0,0,1,3,2,4,2,2.75,2,1,2,2,1,2,1,2,1,10,5,1,3,1,3,1,1.6666666666666667,2,1,4,5,1,5,1,1,1,5,1.5714285714285714,3,3,3,5,5,5,5,5,5,5,5,2,45.1298713684082,1,22,104.76623376623377,32,-67.26666666666665,1,3,1,2,3,0.6666666666666666,1,3,3,1,0,0.5333333333333333,525,sibling_000
p0046,wjms,HH,wjms,wi_p6_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,4,3,1,2,1,2.1666666666666665,0,0,3,4,2,3,1,1,3,2,2,5,1,3,4,4,5,4,1,1,4,3.1666666666666665,1.5,42.9477615356445,1,31,375.7321428571429,32,352.25,3,3,3,1,2,0.8,2,3,3,2,3,0.8666666666666667,525,sibling_000
p0047,wjms,HH,wjms,wi_p6_2018,2,5,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,2,2,2,2,2,2,0,0,0,4,2,3,2,2,2,3,2.2857142857142856,3,1,2,4,4,4,4,2,3,2,3.5,1.5,57.236040115356445,1,31,370.5857142857142,32,11.25,2,3,2,3,0,0.6666666666666666,2,3,2,1,2,0.6666666666666666,525,sibling_000
p0048,wjms,MJ,wjms,ca_p6_2018,2,1,14,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,2,2,1,1,3,5,1,1,1,3,1,1.3333333333333333,0,0,0,5,2,5,2,2,2,1,1.5714285714285714,1,1,1,5,5,5,5,2,2,1,4,2,41.52225303649905,0,25,-172.05555555555566,28,247.91666666666652,2,2,1,1,0,0.4,0,1,2,1,1,0.3333333333333333,525,sibling_000
p0049,wjms,MK,wjms,wi_p7_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,1,3,2,1,4,2,2,3,1,5,1,3,1,1,2,2,1.5714285714285714,2,1,1.5,5,5,5,3,2,3,3,3.8333333333333335,1,37.7651891708374,1,32,460.375,31,112.02857142857124,2,3,2,2,2,0.7333333333333333,2,3,3,2,2,0.8,525,sibling_000
p0050,wjms,MJ,wjms,wi_p2_2018,2,NA,13,0,0,0,NA,NA,NA,0,NA,2,1,1,1,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,48.43903350830075,NA,25,561,24,96.73809523809518,3,3,2,3,3,0.9333333333333333,3,3,3,1,3,0.8666666666666667,525,sibling_000
p0051,wjms,AG,wjms,wi_p4_2018,2,1,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,3,3,4,4,4,5,3.8333333333333335,2,4,3,5,2,5,1,1,2,5,1.8571428571428572,3,1,2,5,5,5,5,1,1,1,3.6666666666666665,2,50.80266952514645,0,24,134.284090909091,29,127.69230769230762,1,0,1,1,1,0.26666666666666666,0,3,2,1,2,0.5333333333333333,525,sibling_000
p0052,wjms,HH,wjms,wi_p2_2018,2,6,13,1,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,2,2,1,4,4,1,3,2,2,1,1.8333333333333333,0,0,2,5,1,4,1,1,1,1,1.1428571428571428,4,4,4,4,4,5,3,1,1,1,3,0,29.6236047744751,1,21,353.5333333333334,26,-7.2999999999999545,1,1,1,2,2,0.4666666666666667,1,2,0,1,1,0.3333333333333333,2,wjms_sibling_370
p0053,wjms,BM,wjms,wi_p4_2018,2,1,13,0,0,0,0,0,0,0,0,2,1,1,1,1.25,2,1,2,2,1,2,1,2,2,13,4,1,3,5,3,1,2.5,0,0,0,4,2,3,1,1,2,1,1.7142857142857142,3,1,2,5,5,5,5,3,3,4,4.333333333333333,3,56.159812927246094,0,30,-430.85714285714266,32,297.6833333333334,3,3,1,2,2,0.7333333333333333,2,3,3,3,2,0.8666666666666667,525,sibling_000
p0054,wjms,MK,wjms,wi_p2_2018,1,2,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,4,1,2,2,1,1,1.5,0,0,0,5,3,4,2,1,2,3,2,2,NA,2,4,3,2,5,3,1,2,3,2,65.64789199829104,1,26,688.7833333333334,31,198.66666666666674,3,3,2,3,2,0.8666666666666667,2,1,2,3,3,0.7333333333333333,525,sibling_000
p0055,wjms,MK,wjms,wi_p4_2018,2,3,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,3,4,3,4,1,5,3.3333333333333335,2,3,2,3,5,3,4,4,3,5,3.857142857142857,5,1,3,5,5,5,4,2,3,2,4,1,NA,0,31,-154.73333333333335,31,-8.138095238095275,3,3,1,2,3,0.8,3,3,1,3,1,0.7333333333333333,525,sibling_000
p0057,wjms,MJ,wjms,ca_p1_2018,1,1,15,0,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,1,1,2,1,2,1,8,5,2,2,2,1,1,1.5,0,0,0,5,1,4,1,1,3,2,1.5714285714285714,2,1,1.5,5,5,5,5,2,2,2,4,2.5,51.334135055542,0,30,141.90109890109875,31,283.84821428571433,3,3,3,3,1,0.8666666666666667,3,3,3,3,3,1,525,sibling_000
p0058,wjms,BM,wjms,ca_p1_2018,2,1,14,0,0,0,0,0,0,0,0,2,1,1,1,1.25,2,1,2,2,1,2,1,2,2,13,4,2,3,2,1,1,1.8333333333333333,0,0,0,3,2,5,1,1,4,2,2,1,1,1,4,4,4,4,2,2,3,3.3333333333333335,1,43.5982189178467,0,32,1036.5333333333333,32,444.625,3,3,3,1,3,0.8666666666666667,3,1,1,0,0,0.3333333333333333,525,sibling_000
p0059,wjms,MJ,wjms,wi_p6_2018,2,6,14,0,0,0,0,0,NA,0,NA,1,1,1,1,1,2,1,2,2,1,1,2,2,1,10,5,1,3,1,2,1,1.5,2,2,2,3,2,2,1,1,4,3,2.5714285714285716,2,3,2.5,5,5,5,5,2,2,NA,4,1.5,42.8880710601807,NA,31,792.0238095238096,28,85.28205128205127,2,3,3,2,3,0.8666666666666667,3,3,3,2,1,0.8,525,sibling_000
p0060,wjms,MK,wjms,wi_p2_2018,1,6,13,0,0,0,1,1,0,0,0,1,1,1,1,1,2,1,2,1,1,2,1,2,1,11,1,1,2,1,1,1,1.8333333333333333,1,3,5,3,3,2,2,2,2,3,2.7142857142857144,5,2,3.5,3,4,5,5,3,3,3,3.8333333333333335,0,24.704259872436502,1,22,247.38961038961043,32,204.4666666666667,2,2,0,1,2,0.4666666666666667,0,3,3,1,1,0.5333333333333333,525,sibling_000
p0061,wjms,BM,wjms,wi_p2_2018,1,6,13,1,0,0,0,0,0,1,0,2,1,2,1,1.5,1,1,1,2,1,2,1,1,2,8,5,2,3,2,2,1,1.8333333333333333,0,0,2,3,1,4,1,1,2,2,1.7142857142857142,3,2,2.5,5,5,5,5,2,2,2,4,0,31.2583560943604,1,31,337.5333333333333,29,171.6190476190476,3,3,2,2,0,0.6666666666666666,3,3,3,3,1,0.8666666666666667,2,wjms_sibling_240
p0062,wjms,BM,wjms,wi_p2_2018,1,NA,14,0,0,0,NA,NA,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26.4856777191162,1,21,296.07936507936506,26,-91.34343434343441,3,3,3,3,2,0.9333333333333333,2,3,3,3,2,0.8666666666666667,525,sibling_000
